time,mean_reward,mean_length
0h0min53s,0,7.4
0h1min42s,0,7.6
0h2min22s,0,4.8
0h2min56s,0,10.0
0h3min33s,0,3.6
0h4min14s,0,4.0
0h4min59s,0,1.2
0h6min5s,0,5.2
0h6min46s,0,2.6
0h7min39s,0,1.0
0h8min34s,0,3.4
0h9min8s,0,1.8
0h9min41s,0,5.6
0h10min25s,0,6.6
0h11min1s,0,5.0
0h11min32s,0,6.0
0h12min7s,0,13.0
0h12min48s,0,5.8
0h13min21s,0,2.0
0h13min51s,0,13.0
0h14min30s,0,8.6
0h15min1s,0,6.2
0h15min39s,0,8.6
0h16min10s,0,16.2
0h16min43s,0,10.6
0h17min23s,0,9.2
0h18min12s,0,2.4
0h18min56s,0,8.4
0h19min45s,0,8.8
0h20min39s,0,22.0
0h21min26s,0,7.0
0h22min17s,0,10.8
0h22min48s,0,3.0
0h23min21s,0,2.8
0h23min52s,0,40.0
0h24min35s,0,40.0
0h25min33s,0,40.0
0h26min54s,0,40.0
0h27min34s,0,40.0
0h28min5s,0,40.0
0h28min48s,0,40.0
0h29min18s,0,40.0
0h29min56s,0,12.4
0h30min39s,0,40.0
0h31min15s,0,40.0
0h31min52s,0,40.0
0h32min39s,0,40.0
0h33min25s,0,40.0
0h33min57s,0,40.0
0h34min29s,0,40.0
0h35min11s,0,19.4
0h35min57s,0,40.0
0h36min58s,0,40.0
0h37min36s,0,40.0
0h38min28s,0,22.6
0h39min21s,0,40.0
0h40min7s,0,40.0
0h40min47s,0,40.0
0h41min40s,0,40.0
0h42min23s,0,40.0
0h43min7s,0,25.4
0h43min47s,0,40.0
0h44min25s,0,40.0
0h45min13s,0,40.0
0h46min4s,0,33.0
0h46min44s,0,40.0
0h47min47s,0,40.0
0h48min51s,0,40.0
0h49min59s,0,34.8
0h50min47s,0,40.0
0h51min18s,0,14.2
0h51min56s,0,2.8
0h52min42s,0,2.4
0h53min29s,0,18.4
0h54min22s,0,24.6
0h55min6s,0,6.8
0h55min46s,0,7.0
0h56min25s,0,4.0
0h56min55s,0,32.6
0h57min54s,0,9.4
0h58min26s,0,15.4
0h58min57s,0,18.4
0h59min48s,0,25.0
1h0min18s,0,40.0
1h0min51s,0,1.2
1h1min45s,0,5.4
1h2min15s,0,6.6
