time,mean_reward,mean_length
0h0min30s,0.0,1500.0
0h1min2s,0.0,500.0
0h1min34s,0.0,500.0
0h2min6s,0.0,500.0
0h2min38s,0.0,500.0
0h3min10s,0.0,500.0
0h3min42s,0.0,500.0
0h4min13s,10.0,1500.0
0h4min45s,10.0,822.0
0h5min30s,0.0,500.0
0h6min2s,0.0,500.0
0h6min34s,0.0,500.0
0h7min5s,0.0,768.0
0h7min37s,0.0,500.0
0h8min8s,0.0,1500.0
0h8min40s,0.0,1500.0
0h9min12s,0.0,1500.0
0h9min44s,0.0,500.0
0h10min30s,0.0,500.0
0h11min1s,10.0,500.0
0h11min32s,0.0,500.0
0h12min4s,0.0,500.0
0h12min36s,0.0,500.0
0h13min8s,0.0,500.0
0h13min40s,10.0,500.0
0h14min11s,0.0,541.0
0h14min43s,0.0,500.0
0h15min30s,10.0,500.0
0h16min12s,10.0,1246.0
0h16min44s,10.0,1500.0
0h17min16s,10.0,500.0
0h17min47s,10.0,500.0
0h18min37s,0.0,758.0
0h19min9s,10.0,500.0
0h19min41s,0.0,500.0
0h20min13s,10.0,500.0
0h20min45s,10.0,500.0
0h21min16s,10.0,500.0
0h21min48s,10.0,500.0
0h22min20s,10.0,500.0
0h22min52s,10.0,500.0
0h23min37s,10.0,500.0
0h24min11s,0.0,47.0
0h24min44s,10.0,311.0
0h25min17s,0.0,159.0
0h25min50s,10.0,926.0
0h26min24s,10.0,1500.0
0h26min57s,10.0,1500.0
0h27min31s,0.0,299.0
0h28min4s,10.0,232.0
0h28min37s,20.0,1500.0
0h29min12s,20.0,1500.0
0h29min45s,0.0,347.0
0h30min18s,10.0,277.0
0h30min52s,10.0,302.0
0h31min24s,20.0,1500.0
0h31min59s,20.0,1500.0
0h32min32s,20.0,780.0
0h33min7s,20.0,1500.0
0h33min40s,0.0,106.0
0h34min12s,20.0,1500.0
0h34min45s,0.0,337.0
0h35min20s,10.0,814.0
0h35min52s,0.0,137.0
0h36min25s,20.0,1500.0
0h36min58s,20.0,1500.0
0h37min30s,0.0,108.0
0h38min2s,10.0,249.0
0h38min41s,0.0,202.0
0h39min14s,20.0,1500.0
0h39min46s,10.0,439.0
0h40min17s,0.0,242.0
0h40min50s,100.0,373.0
0h41min23s,20.0,1500.0
0h41min56s,20.0,1500.0
0h42min29s,0.0,345.0
0h43min2s,20.0,934.0
0h43min40s,10.0,1500.0
0h44min14s,0.0,207.0
0h44min46s,10.0,895.0
0h45min19s,20.0,1500.0
0h45min51s,10.0,1500.0
0h46min25s,0.0,191.0
0h46min56s,20.0,1500.0
0h47min28s,20.0,1500.0
0h48min1s,10.0,966.0
0h48min40s,20.0,720.0
0h49min13s,20.0,1136.0
0h49min47s,10.0,752.0
0h50min20s,20.0,1500.0
0h50min54s,0.0,62.0
0h51min26s,0.0,327.0
0h52min0s,0.0,268.0
0h52min31s,10.0,608.0
0h53min55s,20.0,1251.0
0h54min30s,0.0,1500.0
0h55min4s,20.0,1500.0
0h55min39s,20.0,1500.0
0h56min11s,20.0,1500.0
0h56min48s,20.0,1500.0
0h57min22s,20.0,1500.0
0h57min58s,20.0,1500.0
0h58min56s,20.0,1500.0
0h59min32s,20.0,1500.0
1h0min7s,0.0,157.0
1h0min41s,20.0,1500.0
1h1min13s,0.0,156.0
1h1min45s,10.0,756.0
1h2min19s,20.0,1500.0
1h2min53s,0.0,86.0
1h3min56s,10.0,415.0
1h4min28s,10.0,583.0
1h5min0s,10.0,1500.0
1h5min33s,10.0,1500.0
1h6min5s,10.0,989.0
1h6min39s,0.0,257.0
1h7min12s,0.0,190.0
1h7min44s,0.0,54.0
1h8min17s,0.0,215.0
1h8min56s,20.0,699.0
1h9min27s,20.0,1018.0
1h10min26s,20.0,572.0
1h11min0s,20.0,1500.0
1h11min34s,0.0,165.0
1h12min8s,0.0,166.0
1h12min41s,0.0,235.0
1h13min15s,20.0,1500.0
1h13min48s,100.0,1138.0
1h14min22s,20.0,595.0
1h14min54s,0.0,220.0
1h15min28s,20.0,781.0
1h16min3s,0.0,69.0
1h16min37s,20.0,1500.0
1h17min13s,0.0,153.0
1h17min50s,0.0,204.0
1h18min24s,0.0,207.0
1h18min58s,0.0,136.0
1h19min33s,10.0,368.0
1h20min28s,0.0,88.0
1h21min0s,0.0,136.0
1h21min32s,0.0,182.0
1h22min4s,100.0,616.0
1h22min35s,20.0,923.0
1h23min6s,0.0,121.0
1h23min38s,20.0,457.0
1h24min10s,10.0,482.0
1h24min42s,100.0,543.0
1h25min28s,100.0,855.0
1h26min7s,0.0,211.0
1h26min40s,0.0,191.0
1h27min14s,100.0,640.0
1h27min50s,100.0,606.0
1h28min24s,0.0,200.0
1h28min59s,0.0,111.0
1h29min33s,0.0,282.0
1h30min28s,100.0,443.0
1h31min0s,100.0,712.0
1h31min33s,20.0,658.0
1h32min5s,100.0,745.0
1h32min38s,100.0,273.0
1h33min10s,0.0,12.0
1h33min42s,0.0,156.0
1h34min13s,10.0,339.0
1h34min45s,100.0,419.0
1h35min28s,100.0,414.0
1h36min3s,100.0,517.0
1h36min36s,0.0,76.0
1h37min10s,0.0,204.0
1h37min43s,100.0,431.0
1h38min16s,0.0,268.0
1h38min50s,0.0,167.0
1h39min25s,100.0,735.0
1h40min28s,0.0,239.0
1h41min0s,100.0,516.0
1h41min32s,10.0,1022.0
1h42min4s,100.0,515.0
1h42min36s,100.0,235.0
1h43min8s,100.0,665.0
1h43min41s,100.0,491.0
1h44min12s,100.0,669.0
1h44min43s,100.0,526.0
