time,mean_reward,mean_length
0h0min30s,0.0,1500.0
0h1min2s,0.0,500.0
0h1min33s,0.0,500.0
0h2min5s,10.0,500.0
0h2min51s,10.0,1190.0
0h3min23s,10.0,500.0
0h3min55s,10.0,500.0
0h4min27s,10.0,500.0
0h4min59s,10.0,1500.0
0h5min30s,10.0,1117.0
0h6min2s,10.0,500.0
0h6min33s,10.0,1165.0
0h7min6s,10.0,500.0
0h7min51s,10.0,1500.0
0h8min24s,10.0,500.0
0h8min56s,10.0,500.0
0h9min27s,10.0,500.0
0h9min59s,10.0,500.0
0h10min31s,10.0,500.0
0h11min3s,10.0,500.0
0h11min34s,10.0,500.0
0h12min6s,10.0,500.0
0h12min51s,10.0,701.0
0h13min24s,10.0,1500.0
0h13min58s,0.0,6.0
0h14min31s,0.0,213.0
0h15min2s,10.0,315.0
0h15min35s,0.0,38.0
0h16min7s,20.0,1500.0
0h16min40s,10.0,1500.0
0h17min13s,10.0,652.0
0h17min51s,10.0,835.0
0h18min23s,0.0,458.0
0h18min56s,20.0,657.0
0h20min11s,20.0,761.0
0h20min45s,20.0,1500.0
0h21min18s,20.0,1500.0
0h21min53s,20.0,1500.0
0h22min27s,20.0,1500.0
0h22min59s,100.0,1214.0
0h23min33s,0.0,223.0
0h24min6s,0.0,354.0
0h24min39s,100.0,816.0
0h25min11s,100.0,1074.0
0h25min44s,20.0,751.0
0h26min16s,100.0,624.0
0h26min49s,20.0,1500.0
0h27min22s,10.0,594.0
0h27min55s,100.0,703.0
0h28min28s,0.0,140.0
0h28min59s,0.0,154.0
0h29min31s,20.0,724.0
0h30min12s,10.0,401.0
0h30min43s,10.0,584.0
0h31min16s,100.0,589.0
0h31min49s,100.0,521.0
0h32min23s,100.0,751.0
0h32min55s,10.0,673.0
0h33min28s,100.0,1279.0
0h34min1s,100.0,528.0
0h34min34s,10.0,626.0
0h35min12s,0.0,327.0
0h35min45s,10.0,681.0
0h36min18s,100.0,842.0
0h36min50s,100.0,630.0
0h37min22s,0.0,58.0
0h37min54s,0.0,291.0
0h38min27s,10.0,322.0
0h39min0s,10.0,338.0
0h39min32s,10.0,425.0
0h40min12s,10.0,547.0
0h40min46s,100.0,566.0
0h41min19s,0.0,172.0
0h41min52s,0.0,16.0
0h42min24s,100.0,672.0
0h42min56s,10.0,389.0
0h43min29s,0.0,134.0
0h44min1s,100.0,670.0
0h44min34s,10.0,705.0
0h45min13s,100.0,722.0
0h45min46s,100.0,647.0
0h46min19s,0.0,83.0
0h46min51s,100.0,514.0
0h47min23s,100.0,565.0
0h47min56s,10.0,516.0
0h48min29s,100.0,508.0
0h49min0s,10.0,748.0
0h49min32s,0.0,63.0
0h50min13s,100.0,517.0
0h50min45s,100.0,538.0
0h51min17s,100.0,725.0
0h51min50s,100.0,637.0
0h52min22s,100.0,600.0
0h52min55s,0.0,188.0
0h53min27s,10.0,539.0
0h53min58s,10.0,625.0
0h54min31s,20.0,827.0
0h55min12s,10.0,431.0
0h55min45s,0.0,15.0
0h56min17s,0.0,111.0
0h56min49s,20.0,676.0
0h57min22s,10.0,569.0
0h57min54s,0.0,116.0
0h58min26s,0.0,215.0
0h58min58s,10.0,226.0
0h59min31s,10.0,719.0
1h0min13s,10.0,624.0
1h0min45s,10.0,600.0
1h1min17s,100.0,628.0
1h1min48s,100.0,545.0
1h2min20s,10.0,285.0
1h2min52s,100.0,1018.0
1h3min24s,10.0,628.0
1h3min57s,0.0,61.0
1h4min28s,10.0,587.0
1h5min13s,10.0,592.0
1h5min46s,10.0,399.0
1h6min18s,0.0,51.0
1h6min51s,0.0,54.0
1h7min23s,100.0,602.0
1h7min54s,100.0,551.0
1h8min27s,10.0,783.0
1h8min59s,100.0,391.0
1h9min31s,0.0,20.0
1h10min13s,100.0,1019.0
1h10min44s,0.0,53.0
1h11min16s,0.0,238.0
1h11min49s,10.0,665.0
1h12min22s,0.0,103.0
1h12min55s,0.0,229.0
1h13min27s,10.0,565.0
1h13min59s,10.0,679.0
1h14min32s,10.0,975.0
1h15min13s,100.0,622.0
1h15min45s,10.0,608.0
1h16min18s,0.0,66.0
1h16min50s,100.0,501.0
1h17min23s,0.0,30.0
1h17min54s,10.0,768.0
1h18min26s,0.0,230.0
1h18min59s,100.0,714.0
1h19min32s,0.0,8.0
1h20min14s,0.0,106.0
1h20min46s,10.0,284.0
1h21min18s,0.0,124.0
1h21min52s,100.0,683.0
1h22min25s,100.0,659.0
1h22min58s,10.0,800.0
1h23min29s,10.0,726.0
1h24min2s,100.0,694.0
1h24min34s,0.0,127.0
1h25min14s,0.0,375.0
1h25min46s,10.0,617.0
1h26min19s,0.0,193.0
1h26min51s,10.0,886.0
1h27min24s,0.0,96.0
1h27min57s,10.0,923.0
1h28min30s,0.0,262.0
1h29min3s,0.0,253.0
1h29min36s,10.0,312.0
1h30min14s,0.0,204.0
1h30min46s,100.0,774.0
1h31min18s,0.0,111.0
1h31min50s,0.0,255.0
1h32min22s,0.0,89.0
1h32min53s,100.0,670.0
1h33min26s,0.0,93.0
1h33min58s,100.0,702.0
1h34min29s,0.0,56.0
1h35min15s,100.0,599.0
1h35min47s,0.0,249.0
1h36min19s,10.0,622.0
1h36min52s,0.0,222.0
1h37min26s,10.0,580.0
1h37min58s,10.0,519.0
1h38min29s,10.0,287.0
1h39min2s,0.0,88.0
1h39min34s,0.0,6.0
1h40min15s,0.0,122.0
1h40min47s,20.0,713.0
1h41min19s,100.0,794.0
1h41min51s,100.0,615.0
1h42min23s,0.0,155.0
1h42min55s,10.0,264.0
1h43min28s,10.0,730.0
1h44min1s,10.0,550.0
1h44min33s,0.0,122.0
